"real","City","SMA","Level","Offset","AICc","BIC","RMSE","DevianceExplained","DevExact","SampleSize","ResidualShapiroWilkTest","ACFResidual","perm"
14,"Ajax","1d","Secondary",-6,-89.15,-89.96,1.16627672239429,0.27,0.273230746590109,17,0.8094,0.229553748351447,"Ajax|Secondary|1d"
14,"Ajax","3d","Secondary",-1,-138.52,-141.91,0.335090539009975,0.9,0.902293311641268,19,0.7209,-0.118962941197291,"Ajax|Secondary|3d"
14,"Ajax","5d","Secondary",-1,-379.1,-365.9,0.302845688742721,0.95,0.953832771655985,48,0.2542,0.0846365156880861,"Ajax|Secondary|5d"
14,"Ajax","7d","Secondary",6,-451.36,-432.91,0.293259998216118,0.95,0.954717273868799,56,0.7207,0.217874810328623,"Ajax|Secondary|7d"
14,"Pickering","1d","Total",3,-89.21,-88.14,1.82296364386266,0.15,0.154404383031355,19,0.85,0.274046170692985,"Pickering|Total|1d"
14,"Ajax","1d","Total",-6,-78.81,-82.54,1.26306821413592,0.69,0.688257592870882,17,0.3684,0.331971996011119,"Ajax|Total|1d"
14,"Ajax","3d","Total",-1,-125.62,-130.49,0.420398143961044,0.93,0.931340194245824,19,0.3417,0.327945597236174,"Ajax|Total|3d"
14,"Ajax","7d","Total",-1,-405.03,-387.7,0.482711492115603,0.92,0.920484686469257,56,0.6833,0.336920639274844,"Ajax|Total|7d"
15,"Pickering","1d","Elementary",-4,-84.79,-83.84,2.03357201120358,0.22,0.217248376840237,18,0.174,0.270545049857255,"Pickering|Elementary|1d"
15,"Ajax","3d","Elementary",7,-244.98,-232.73,1.32191439372031,0.86,0.860295314494625,46,0.201,0.379307149755429,"Ajax|Elementary|3d"
15,"Ajax","5d","Elementary",-1,-307.8,-292.55,0.856634534964489,0.83,0.829654975971611,51,0.1706,0.392487060767974,"Ajax|Elementary|5d"
15,"Ajax","7d","Elementary",3,-166.86,-166.35,0.454522227735571,0.93,0.934094782899809,24,0.7895,0.281745276237816,"Ajax|Elementary|7d"
15,"Pickering","1d","Secondary",0,-139.58,-137.35,1.00624309226387,0.14,0.135309422156618,23,0.3015,0.391195927249984,"Pickering|Secondary|1d"
15,"Ajax","3d","Secondary",-1,-305.59,-293.85,0.820048026334616,0.73,0.728335849398013,48,0.0533,0.337682070252532,"Ajax|Secondary|3d"
15,"Ajax","7d","Secondary",-7,-193.06,-191.03,0.352560658547939,0.96,0.955526411906357,25,0.5538,-0.122149410935519,"Ajax|Secondary|7d"
15,"Pickering","1d","Total",3,-85.92,-85.21,1.74846433107226,0.28,0.282097990125963,18,0.5788,0.243409520817481,"Pickering|Total|1d"
15,"Ajax","5d","Total",-2,-326.62,-311.38,0.682418092247272,0.82,0.822129676961995,51,0.5846,0.366108436506729,"Ajax|Total|5d"
15,"Ajax","7d","Total",-5,-177.98,-176.83,0.4448376303454,0.96,0.962571946223991,25,0.5164,-0.0857012943650097,"Ajax|Total|7d"
16,"Pickering","1d","Elementary",2,-99.8,-98.12,1.83629702046678,0.55,0.552742383513412,21,0.9377,0.0602534853700071,"Pickering|Elementary|1d"
16,"Ajax","1d","Elementary",-6,-70.13,-69.89,2.25210487463917,0.29,0.285353223360068,17,0.4874,0.383865371475645,"Ajax|Elementary|1d"
16,"Ajax","5d","Elementary",2,-223.48,-218.52,0.530854249170946,0.95,0.954753664642565,33,0.2064,-0.0629977385544569,"Ajax|Elementary|5d"
16,"Ajax","7d","Elementary",5,-157.17,-173.5,0.242784562457182,0.99,0.985027395688061,23,0.34,0.0161447565186344,"Ajax|Elementary|7d"
16,"Pickering","1d","Secondary",1,-161.95,-158.65,1.11141319848839,0.1,0.101176589019144,28,0.0594,0.303478532180121,"Pickering|Secondary|1d"
16,"Ajax","1d","Secondary",-6,-94.65,-94.2,1.11886508377842,0.3,0.298554683915746,17,0.2527,0.350439025294822,"Ajax|Secondary|1d"
16,"Ajax","5d","Secondary",2,-228.81,-223.14,0.497280907460816,0.91,0.908518831701144,33,0.8083,0.276059052837055,"Ajax|Secondary|5d"
16,"Ajax","7d","Secondary",-1,-203.18,-209.66,0.131190403334868,0.96,0.962886913107364,23,0.2026,-0.16921203228368,"Ajax|Secondary|7d"
16,"Pickering","1d","Total",2,-112.08,-110.4,1.37139224784449,0.51,0.505115731031876,21,0.9397,0.277211688905323,"Pickering|Total|1d"
16,"Ajax","1d","Total",-6,-78.16,-77.89,1.73900701744965,0.31,0.305005693175793,17,0.0653,0.382907302257988,"Ajax|Total|1d"
16,"Ajax","5d","Total",2,-233.72,-228.58,0.438710138329576,0.95,0.952919541936754,33,0.982,0.0459188901297191,"Ajax|Total|5d"
16,"Ajax","7d","Total",4,-158.83,-172.92,0.251253547876409,0.98,0.979151907118716,23,0.7625,0.0985173909693303,"Ajax|Total|7d"
17,"Pickering","1d","Elementary",-1,-95.33,-94.09,1.74567075170717,0.38,0.376124421843832,21,0.8318,0.36805382626822,"Pickering|Elementary|1d"
17,"Ajax","1d","Elementary",3,-72.49,-82.44,0.315145184888491,0.97,0.965856286596155,11,0.2729,-0.181265867911436,"Ajax|Elementary|1d"
17,"Ajax","5d","Elementary",-1,-107.51,-120.51,0.237420627559906,0.98,0.983319947637002,15,0.0686,-0.172209953051369,"Ajax|Elementary|5d"
17,"Pickering","1d","Secondary",7,-146.42,-151.47,0.469624645248072,0.85,0.852397834793796,23,0.6904,0.169176071531315,"Pickering|Secondary|1d"
17,"Ajax","1d","Secondary",0,-77.02,-81.6,0.799459812392074,0.63,0.631409773627183,14,0.592,0.181637670136447,"Ajax|Secondary|1d"
