"real","n_retained","statistic","scored"
384,14,0.347758686470165,TRUE
385,9,0.449533252900578,TRUE
386,11,0.401292483534591,TRUE
387,12,0.457278344182482,TRUE
388,6,0.888324292628787,TRUE
389,5,0.45045431936722,TRUE
390,13,0.573950490878285,TRUE
391,6,0.53651346076456,TRUE
392,13,0.359382249964379,TRUE
393,11,0.546640075061141,TRUE
394,12,0.398433006530027,TRUE
395,9,0.426391331641262,TRUE
396,13,0.556706258394002,TRUE
397,11,0.557235750740059,TRUE
398,10,0.399656647260955,TRUE
399,5,0.244076328773326,TRUE
400,12,0.450248459708197,TRUE
401,10,0.407711798545437,TRUE
402,12,0.548405253868417,TRUE
403,12,0.540125798593159,TRUE
404,9,0.346054422711594,TRUE
405,10,0.715087471007116,TRUE
406,10,0.484075138610034,TRUE
407,11,0.577207211783213,TRUE
408,9,0.625685029901432,TRUE
409,9,0.481899682508168,TRUE
410,11,0.6511292799159,TRUE
411,9,0.576530241974946,TRUE
412,7,0.59775450588944,TRUE
413,9,0.623742315974611,TRUE
414,7,0.488000784320916,TRUE
415,15,0.564749293416364,TRUE
416,10,0.532408620696527,TRUE
417,7,0.321068219582992,TRUE
418,10,0.28756567064986,TRUE
419,11,0.395403599012674,TRUE
420,6,0.448193527793836,TRUE
421,12,0.49074647862217,TRUE
422,15,0.334838041943381,TRUE
423,14,0.552170179338358,TRUE
424,10,0.486988045446063,TRUE
425,7,0.612024125261781,TRUE
426,9,0.489553724214873,TRUE
427,3,NA,FALSE
428,8,0.425285229216098,TRUE
429,7,0.514087614932152,TRUE
430,3,NA,FALSE
431,11,0.463457126304206,TRUE
432,16,0.45491954703759,TRUE
433,11,0.497585787890779,TRUE
434,12,0.458979875078057,TRUE
435,4,NA,FALSE
436,11,0.296385373062657,TRUE
437,8,0.495528554938021,TRUE
438,7,0.518805618625061,TRUE
439,9,0.64706253457754,TRUE
440,12,0.528810614895787,TRUE
441,8,0.247756074439353,TRUE
442,15,0.616637031804808,TRUE
443,12,0.562514256286096,TRUE
444,7,0.481035700509025,TRUE
445,7,0.19755789924942,TRUE
446,12,0.523038765345767,TRUE
447,11,0.36194225482667,TRUE
448,9,0.546632501832205,TRUE
449,12,0.494560912325712,TRUE
450,11,0.549604985976164,TRUE
451,6,0.377180034667706,TRUE
452,6,0.305794249922109,TRUE
453,3,NA,FALSE
454,9,0.635238111611928,TRUE
455,7,0.524969976455397,TRUE
456,11,0.597762736497392,TRUE
457,7,0.317766204248163,TRUE
458,7,0.429843935462031,TRUE
459,13,0.481782066781371,TRUE
460,11,0.664720018092236,TRUE
461,13,0.601904358786425,TRUE
462,7,0.489051568488811,TRUE
463,10,0.570060918407901,TRUE
464,9,0.539968853855548,TRUE
465,9,0.429155100530766,TRUE
466,7,0.402036669964721,TRUE
467,13,0.260205873259653,TRUE
468,6,0.138582862690742,TRUE
469,9,0.336381858163513,TRUE
470,9,0.362690727882508,TRUE
471,9,0.568119461504466,TRUE
472,6,0.469702836526435,TRUE
473,9,0.37348013226965,TRUE
474,8,0.488665602747523,TRUE
475,6,0.531711131689821,TRUE
476,6,0.22930789818995,TRUE
477,13,0.399507612634883,TRUE
478,10,0.493401206322361,TRUE
479,10,0.527103920139757,TRUE
480,7,0.557535927438842,TRUE
481,12,0.529240867284954,TRUE
482,8,0.408156021222519,TRUE
483,9,0.603770960186555,TRUE
484,9,0.582051792687608,TRUE
485,8,0.179255768785719,TRUE
486,6,0.684768388108257,TRUE
487,14,0.504953901506515,TRUE
488,9,0.363792408515029,TRUE
489,5,0.708107485617875,TRUE
490,5,0.413830205727908,TRUE
491,10,0.378551765614546,TRUE
492,7,0.573697354723912,TRUE
493,6,0.596273037272117,TRUE
494,9,0.579507867637511,TRUE
495,8,0.480527813584777,TRUE
496,12,0.47913449796127,TRUE
497,9,0.624925813929886,TRUE
498,7,0.491698119337031,TRUE
499,9,0.339588856118122,TRUE
500,9,0.501760524729435,TRUE
501,9,0.56680889038648,TRUE
502,12,0.597728350213496,TRUE
503,9,0.500571970997786,TRUE
504,10,0.419037875674334,TRUE
505,13,0.473412200372054,TRUE
506,11,0.449307917423965,TRUE
507,12,0.619196307097252,TRUE
508,7,0.438274785447952,TRUE
509,11,0.327651676878759,TRUE
510,9,0.491197791115165,TRUE
511,5,0.554813809829449,TRUE
512,14,0.606429789081012,TRUE
513,10,0.325966563603812,TRUE
514,13,0.659123046775484,TRUE
515,9,0.586708227720641,TRUE
516,15,0.619575396260658,TRUE
517,12,0.509885526203056,TRUE
518,15,0.521817177042949,TRUE
519,10,0.409450623902451,TRUE
520,7,0.598567282421124,TRUE
521,10,0.637922229939977,TRUE
522,15,0.716834778560617,TRUE
523,11,0.521724911302459,TRUE
524,11,0.57644660548292,TRUE
525,8,0.578640907056645,TRUE
526,7,0.214479421473509,TRUE
527,13,0.573018314760247,TRUE
528,11,0.39770444469349,TRUE
529,6,0.37573785255914,TRUE
530,11,0.419454837698726,TRUE
531,9,0.461058618466482,TRUE
532,10,0.546825545519683,TRUE
533,7,0.396056073643177,TRUE
534,12,0.428870410788558,TRUE
535,9,0.701646557710135,TRUE
536,6,0.489238632927788,TRUE
537,8,0.527419762068261,TRUE
538,3,NA,FALSE
539,8,0.464486045642651,TRUE
540,6,0.116322287223296,TRUE
541,9,0.588028163913942,TRUE
542,9,0.568835520659757,TRUE
543,9,0.62380014372363,TRUE
544,6,0.553780680970519,TRUE
545,14,0.38435821304433,TRUE
546,10,0.554327842693006,TRUE
547,10,0.263839013979509,TRUE
548,10,0.613591614805513,TRUE
549,7,0.349131889183737,TRUE
550,11,0.348598190015641,TRUE
551,12,0.597189847676976,TRUE
552,10,0.284774979587983,TRUE
553,14,0.614140937917857,TRUE
554,10,0.516805438215291,TRUE
555,6,0.474847452857143,TRUE
556,10,0.705318429816854,TRUE
557,14,0.49818679534527,TRUE
558,4,NA,FALSE
559,9,0.610157016033253,TRUE
560,14,0.597831101136503,TRUE
561,10,0.690353148689278,TRUE
562,12,0.634338100377356,TRUE
563,15,0.585754268373244,TRUE
